Season,Slot,StrongSeed,WeakSeed,StrongTeamName,WeakTeamName,StrongTeamSeed,WeakTeamSeed,StrongID,WeakID
1995,R2X1,R1X1,R1X8,UCLA,Missouri,X01,X08,1417,1281
1995,R2X2,R1X2,R1X7,Connecticut,Cincinnati,X02,X07,1163,1153
1995,R2X3,R1X3,R1X6,Maryland,Texas,X03,X11,1268,1400
1995,R2X4,R1X4,R1X5,Utah,Mississippi St.,X04,X05,1428,1280
1995,R2Y1,R1Y1,R1Y8,Kansas,WKU,Y01,Y08,1242,1443
1995,R2Y2,R1Y2,R1Y7,Arkansas,Syracuse,Y02,Y07,1116,1393
1995,R2Y3,R1Y3,R1Y6,Purdue,Memphis,Y03,Y06,1345,1272
1995,R2Y4,R1Y4,R1Y5,Virginia,Miami OH,Y04,Y12,1438,1275
1995,R2Z1,R1Z1,R1Z8,Kentucky,Tulane,Z01,Z09,1246,1408
1995,R2Z2,R1Z2,R1Z7,North Carolina,Iowa St.,Z02,Z07,1314,1235
1995,R2Z3,R1Z3,R1Z6,Georgetown,Weber St.,Z06,Z14,1207,1451
1995,R2Z4,R1Z4,R1Z5,Arizona St.,Manhattan,Z05,Z13,1113,1264
1995,R3W1,R2W1,R2W4,Wake Forest,Oklahoma St.,W01,W04,1448,1329
1995,R3W2,R2W2,R2W3,Massachusetts,Tulsa,W02,W06,1269,1409
1995,R3X1,R2X1,R2X4,UCLA,Mississippi St.,X01,X05,1417,1280
1995,R3X2,R2X2,R2X3,Connecticut,Maryland,X02,X03,1163,1268
1995,R3Y1,R2Y1,R2Y4,Kansas,Virginia,Y01,Y04,1242,1438
1995,R3Y2,R2Y2,R2Y3,Arkansas,Memphis,Y02,Y06,1116,1272
1995,R3Z1,R2Z1,R2Z4,Kentucky,Arizona St.,Z01,Z05,1246,1113
1995,R3Z2,R2Z2,R2Z3,North Carolina,Georgetown,Z02,Z06,1314,1207
1995,R4W1,R3W1,R3W2,Massachusetts,Oklahoma St.,W02,W04,1269,1329
1995,R4X1,R3X1,R3X2,UCLA,Connecticut,X01,X02,1417,1163
1995,R4Y1,R3Y1,R3Y2,Arkansas,Virginia,Y02,Y04,1116,1438
1995,R4Z1,R3Z1,R3Z2,Kentucky,North Carolina,Z01,Z02,1246,1314
1995,R5WX,R4W1,R4X1,UCLA,Oklahoma St.,X01,W04,1417,1329
1995,R5YZ,R4Y1,R4Z1,Arkansas,North Carolina,Y02,Z02,1116,1314
1995,R6CH,R5WX,R5YZ,UCLA,Arkansas,X01,Y02,1417,1116
1996,R1W1,W01,W16,Massachusetts,UCF,W01,W16,1269,1416
1996,R1W2,W02,W15,Georgetown,MS Valley St.,W02,W15,1207,1290
1996,R1W3,W03,W14,Texas Tech,N Illinois,W03,W14,1403,1296
1996,R1W4,W04,W13,Marquette,Monmouth NJ,W04,W13,1266,1284
1996,R1W5,W05,W12,Penn St.,Arkansas,W05,W12,1336,1116
1996,R1W6,W06,W11,North Carolina,New Orleans,W06,W11,1314,1309
1996,R1W7,W07,W10,New Mexico,Kansas St.,W07,W10,1307,1243
1996,R1W8,W08,W09,Bradley,Stanford,W08,W09,1133,1390
1996,R1X1,X01,X16,Kentucky,San Jose St.,X01,X16,1246,1363
1996,R1X2,X02,X15,Wake Forest,ULM,X02,X15,1448,1419
1996,R1X3,X03,X14,Villanova,Portland,X03,X14,1437,1339
1996,R1X4,X04,X13,Utah,Canisius,X04,X13,1428,1145
1996,R1X5,X05,X12,Iowa St.,California,X05,X12,1235,1143
1996,R1X6,X06,X11,Louisville,Tulsa,X06,X11,1257,1409
1996,R1X7,X07,X10,Michigan,Texas,X07,X10,1276,1400
1996,R1X8,X08,X09,WI Green Bay,Virginia Tech,X08,X09,1453,1439
1996,R1Y1,Y01,Y16,Connecticut,Colgate,Y01,Y16,1163,1159
1996,R1Y2,Y02,Y15,Cincinnati,UNC Greensboro,Y02,Y15,1153,1422
1996,R1Y3,Y03,Y14,Georgia Tech,Austin Peay,Y03,Y14,1210,1122
1996,R1Y4,Y04,Y13,UCLA,Princeton,Y04,Y13,1417,1343
1996,R1Y5,Y05,Y12,Mississippi St.,VCU,Y05,Y12,1280,1433
1996,R1Y6,Y06,Y11,Indiana,Boston College,Y06,Y11,1231,1130
1996,R1Y7,Y07,Y10,Temple,Oklahoma,Y07,Y10,1396,1328
1996,R1Y8,Y08,Y09,Duke,E Michigan,Y08,Y09,1181,1185
1996,R1Z1,Z01,Z16,Purdue,W Carolina,Z01,Z16,1345,1441
1996,R1Z2,Z02,Z15,Kansas,S Carolina St.,Z02,Z15,1242,1354
1996,R1Z3,Z03,Z14,Arizona,Valparaiso,Z03,Z14,1112,1434
1996,R1Z4,Z04,Z13,Syracuse,Montana St.,Z04,Z13,1393,1286
1996,R1Z5,Z05,Z12,Memphis,Drexel,Z05,Z12,1272,1180
1996,R1Z6,Z06,Z11,Iowa,G Washington,Z06,Z11,1234,1203
1996,R1Z7,Z07,Z10,Maryland,Santa Clara,Z07,Z10,1268,1365
1996,R1Z8,Z08,Z09,Georgia,Clemson,Z08,Z09,1208,1155
1996,R2W1,R1W1,R1W8,Massachusetts,Stanford,W01,W09,1269,1390
1996,R2W2,R1W2,R1W7,Georgetown,New Mexico,W02,W07,1207,1307
1996,R2W3,R1W3,R1W6,Texas Tech,North Carolina,W03,W06,1403,1314
1996,R2W4,R1W4,R1W5,Marquette,Arkansas,W04,W12,1266,1116
1996,R2X1,R1X1,R1X8,Kentucky,Virginia Tech,X01,X09,1246,1439
1996,R2X2,R1X2,R1X7,Wake Forest,Texas,X02,X10,1448,1400
1996,R2X3,R1X3,R1X6,Villanova,Louisville,X03,X06,1437,1257
1996,R2X4,R1X4,R1X5,Utah,Iowa St.,X04,X05,1428,1235
1996,R2Y1,R1Y1,R1Y8,Connecticut,E Michigan,Y01,Y09,1163,1185
1996,R2Y2,R1Y2,R1Y7,Cincinnati,Temple,Y02,Y07,1153,1396
1996,R2Y3,R1Y3,R1Y6,Georgia Tech,Boston College,Y03,Y11,1210,1130
1996,R2Y4,R1Y4,R1Y5,Mississippi St.,Princeton,Y05,Y13,1280,1343
1996,R2Z1,R1Z1,R1Z8,Purdue,Georgia,Z01,Z08,1345,1208
1996,R2Z2,R1Z2,R1Z7,Kansas,Santa Clara,Z02,Z10,1242,1365
1996,R2Z3,R1Z3,R1Z6,Arizona,Iowa,Z03,Z06,1112,1234
1996,R2Z4,R1Z4,R1Z5,Syracuse,Drexel,Z04,Z12,1393,1180
1996,R3W1,R2W1,R2W4,Massachusetts,Arkansas,W01,W12,1269,1116
1996,R3W2,R2W2,R2W3,Georgetown,Texas Tech,W02,W03,1207,1403
1996,R3X1,R2X1,R2X4,Kentucky,Utah,X01,X04,1246,1428
1996,R3X2,R2X2,R2X3,Wake Forest,Louisville,X02,X06,1448,1257
1996,R3Y1,R2Y1,R2Y4,Connecticut,Mississippi St.,Y01,Y05,1163,1280
1996,R3Y2,R2Y2,R2Y3,Cincinnati,Georgia Tech,Y02,Y03,1153,1210
1996,R3Z1,R2Z1,R2Z4,Syracuse,Georgia,Z04,Z08,1393,1208
1996,R3Z2,R2Z2,R2Z3,Kansas,Arizona,Z02,Z03,1242,1112
1996,R4W1,R3W1,R3W2,Massachusetts,Georgetown,W01,W02,1269,1207
1996,R4X1,R3X1,R3X2,Kentucky,Wake Forest,X01,X02,1246,1448
1996,R4Y1,R3Y1,R3Y2,Cincinnati,Mississippi St.,Y02,Y05,1153,1280
1996,R4Z1,R3Z1,R3Z2,Kansas,Syracuse,Z02,Z04,1242,1393
1996,R5WX,R4W1,R4X1,Massachusetts,Kentucky,W01,X01,1269,1246
1996,R5YZ,R4Y1,R4Z1,Syracuse,Mississippi St.,Z04,Y05,1393,1280
1996,R6CH,R5WX,R5YZ,Kentucky,Syracuse,X01,Z04,1246,1393
1997,R1W1,W01,W16,North Carolina,Fairfield,W01,W16,1314,1193
1997,R1W2,W02,W15,South Carolina,Coppin St.,W02,W15,1376,1164
1997,R1W3,W03,W14,New Mexico,Old Dominion,W03,W14,1307,1330
1997,R1W4,W04,W13,Villanova,LIU Brooklyn,W04,W13,1437,1254
1997,R1W5,W05,W12,California,Princeton,W05,W12,1143,1343
1997,R1W6,W06,W11,Louisville,Massachusetts,W06,W11,1257,1269
1997,R1W7,W07,W10,Wisconsin,Texas,W07,W10,1458,1400
1997,R1W8,W08,W09,Indiana,Colorado,W08,W09,1231,1160
1997,R1X1,X01,X16,Kansas,Jackson St.,X01,X16,1242,1238
1997,R1X2,X02,X15,Duke,Murray St.,X02,X15,1181,1293
1997,R1X3,X03,X14,Georgia,Chattanooga,X03,X14,1208,1151
1997,R1X4,X04,X13,Arizona,South Alabama,X04,X13,1112,1375
1997,R1X5,X05,X12,Maryland,Col Charleston,X05,X12,1268,1158
1997,R1X6,X06,X11,Illinois,USC,X06,X11,1228,1425
1997,R1X7,X07,X10,Marquette,Providence,X07,X10,1266,1344
1997,R1X8,X08,X09,Purdue,Rhode Island,X08,X09,1345,1348
1997,R1Y1,Y01,Y16,Minnesota,Texas St.,Y01,Y16,1278,1402
1997,R1Y2,Y02,Y15,UCLA,Charleston So,Y02,Y15,1417,1149
1997,R1Y3,Y03,Y14,Cincinnati,Butler,Y03,Y14,1153,1139
1997,R1Y4,Y04,Y13,Clemson,Miami OH,Y04,Y13,1155,1275
1997,R1Y5,Y05,Y12,Tulsa,Boston Univ,Y05,Y12,1409,1131
1997,R1Y6,Y06,Y11,Iowa St.,Illinois St.,Y06,Y11,1235,1229
1997,R1Y7,Y07,Y10,Xavier,Vanderbilt,Y07,Y10,1462,1435
1997,R1Y8,Y08,Y09,Mississippi,Temple,Y08,Y09,1279,1396
1997,R1Z1,Z01,Z16,Kentucky,Montana,Z01,Z16,1246,1285
1997,R1Z2,Z02,Z15,Utah,Navy,Z02,Z15,1428,1298
1997,R1Z3,Z03,Z14,Wake Forest,Saint Mary's,Z03,Z14,1448,1388
1997,R1Z4,Z04,Z13,Saint Joseph's,Pacific,Z04,Z13,1386,1334
1997,R1Z5,Z05,Z12,Boston College,Valparaiso,Z05,Z12,1130,1434
1997,R1Z6,Z06,Z11,Stanford,Oklahoma,Z06,Z11,1390,1328
1997,R1Z7,Z07,Z10,Charlotte,Georgetown,Z07,Z10,1150,1207
1997,R1Z8,Z08,Z09,Iowa,Virginia,Z08,Z09,1234,1438
1997,R2W1,R1W1,R1W8,North Carolina,Colorado,W01,W09,1314,1160
1997,R2W2,R1W2,R1W7,Texas,Coppin St.,W10,W15,1400,1164
1997,R2W3,R1W3,R1W6,New Mexico,Louisville,W03,W06,1307,1257
1997,R2W4,R1W4,R1W5,Villanova,California,W04,W05,1437,1143
1997,R2X1,R1X1,R1X8,Kansas,Purdue,X01,X08,1242,1345
1997,R2X2,R1X2,R1X7,Duke,Providence,X02,X10,1181,1344
1997,R2X3,R1X3,R1X6,Illinois,Chattanooga,X06,X14,1228,1151
1997,R2X4,R1X4,R1X5,Arizona,Col Charleston,X04,X12,1112,1158
1997,R2Y1,R1Y1,R1Y8,Minnesota,Temple,Y01,Y09,1278,1396
1997,R2Y2,R1Y2,R1Y7,UCLA,Xavier,Y02,Y07,1417,1462
1997,R2Y3,R1Y3,R1Y6,Cincinnati,Iowa St.,Y03,Y06,1153,1235
1997,R2Y4,R1Y4,R1Y5,Clemson,Tulsa,Y04,Y05,1155,1409
1997,R2Z1,R1Z1,R1Z8,Kentucky,Iowa,Z01,Z08,1246,1234
1997,R2Z2,R1Z2,R1Z7,Utah,Charlotte,Z02,Z07,1428,1150
1997,R2Z3,R1Z3,R1Z6,Wake Forest,Stanford,Z03,Z06,1448,1390
1997,R2Z4,R1Z4,R1Z5,Saint Joseph's,Boston College,Z04,Z05,1386,1130
1997,R3W1,R2W1,R2W4,North Carolina,California,W01,W05,1314,1143
1997,R3W2,R2W2,R2W3,Louisville,Texas,W06,W10,1257,1400
1997,R3X1,R2X1,R2X4,Kansas,Arizona,X01,X04,1242,1112
1997,R3X2,R2X2,R2X3,Providence,Chattanooga,X10,X14,1344,1151
1997,R3Y1,R2Y1,R2Y4,Minnesota,Clemson,Y01,Y04,1278,1155
1997,R3Y2,R2Y2,R2Y3,UCLA,Iowa St.,Y02,Y06,1417,1235
1997,R3Z1,R2Z1,R2Z4,Kentucky,Saint Joseph's,Z01,Z04,1246,1386
1997,R3Z2,R2Z2,R2Z3,Utah,Stanford,Z02,Z06,1428,1390
1997,R4W1,R3W1,R3W2,North Carolina,Louisville,W01,W06,1314,1257
1997,R4X1,R3X1,R3X2,Arizona,Providence,X04,X10,1112,1344
1997,R4Y1,R3Y1,R3Y2,Minnesota,UCLA,Y01,Y02,1278,1417
1997,R4Z1,R3Z1,R3Z2,Kentucky,Utah,Z01,Z02,1246,1428
1997,R5WX,R4W1,R4X1,North Carolina,Arizona,W01,X04,1314,1112
1997,R5YZ,R4Y1,R4Z1,Minnesota,Kentucky,Y01,Z01,1278,1246
1997,R6CH,R5WX,R5YZ,Kentucky,Arizona,Z01,X04,1246,1112
1998,R1W1,W01,W16,North Carolina,Navy,W01,W16,1314,1298
1998,R1W2,W02,W15,Connecticut,F Dickinson,W02,W15,1163,1192
1998,R1W3,W03,W14,South Carolina,Richmond,W03,W14,1376,1350
1998,R1W4,W04,W13,Michigan St.,E Michigan,W04,W13,1277,1185
1998,R1W5,W05,W12,Princeton,UNLV,W05,W12,1343,1424
1998,R1W6,W06,W11,Xavier,Washington,W06,W11,1462,1449
1998,R1W7,W07,W10,Indiana,Oklahoma,W07,W10,1231,1328
1998,R1W8,W08,W09,Charlotte,IL Chicago,W08,W09,1150,1227
1998,R1X1,X01,X16,Arizona,Nicholls St.,X01,X16,1112,1311
1998,R1X2,X02,X15,Cincinnati,Northern Arizona,X02,X15,1153,1319
1998,R1X3,X03,X14,Utah,San Francisco,X03,X14,1428,1362
1998,R1X4,X04,X13,Maryland,Utah St.,X04,X13,1268,1429
1998,R1X5,X05,X12,Illinois,South Alabama,X05,X12,1228,1375
1998,R1X6,X06,X11,Arkansas,Nebraska,X06,X11,1116,1304
1998,R1X7,X07,X10,Temple,West Virginia,X07,X10,1396,1452
1998,R1X8,X08,X09,Tennessee,Illinois St.,X08,X09,1397,1229
1998,R1Y1,Y01,Y16,Kansas,Prairie View,Y01,Y16,1242,1341
1998,R1Y2,Y02,Y15,Purdue,Delaware,Y02,Y15,1345,1174
1998,R1Y3,Y03,Y14,Stanford,Col Charleston,Y03,Y14,1390,1158
1998,R1Y4,Y04,Y13,Mississippi,Valparaiso,Y04,Y13,1279,1434
1998,R1Y5,Y05,Y12,TCU,Florida St.,Y05,Y12,1395,1199
1998,R1Y6,Y06,Y11,Clemson,W Michigan,Y06,Y11,1155,1444
1998,R1Y7,Y07,Y10,St. John's,Detroit,Y07,Y10,1385,1178
1998,R1Y8,Y08,Y09,Rhode Island,Murray St.,Y08,Y09,1348,1293
1998,R1Z1,Z01,Z16,Duke,Radford,Z01,Z16,1181,1347
1998,R1Z2,Z02,Z15,Kentucky,S Carolina St.,Z02,Z15,1246,1354
1998,R1Z3,Z03,Z14,Michigan,Davidson,Z03,Z14,1276,1172
1998,R1Z4,Z04,Z13,New Mexico,Butler,Z04,Z13,1307,1139
1998,R1Z5,Z05,Z12,Syracuse,Iona,Z05,Z12,1393,1233
1998,R1Z6,Z06,Z11,UCLA,Miami FL,Z06,Z11,1417,1274
1998,R1Z7,Z07,Z10,Massachusetts,Saint Louis,Z07,Z10,1269,1387
1998,R1Z8,Z08,Z09,Oklahoma St.,G Washington,Z08,Z09,1329,1203
1998,R2W1,R1W1,R1W8,North Carolina,Charlotte,W01,W08,1314,1150
1998,R2W2,R1W2,R1W7,Connecticut,Indiana,W02,W07,1163,1231
1998,R2W3,R1W3,R1W6,Washington,Richmond,W11,W14,1449,1350
1998,R2W4,R1W4,R1W5,Michigan St.,Princeton,W04,W05,1277,1343
1998,R2X1,R1X1,R1X8,Arizona,Illinois St.,X01,X09,1112,1229
1998,R2X2,R1X2,R1X7,Cincinnati,West Virginia,X02,X10,1153,1452
1998,R2X3,R1X3,R1X6,Utah,Arkansas,X03,X06,1428,1116
1998,R2X4,R1X4,R1X5,Maryland,Illinois,X04,X05,1268,1228
1998,R2Y1,R1Y1,R1Y8,Kansas,Rhode Island,Y01,Y08,1242,1348
1998,R2Y2,R1Y2,R1Y7,Purdue,Detroit,Y02,Y10,1345,1178
1998,R2Y3,R1Y3,R1Y6,Stanford,W Michigan,Y03,Y11,1390,1444
1998,R2Y4,R1Y4,R1Y5,Florida St.,Valparaiso,Y12,Y13,1199,1434
1998,R2Z1,R1Z1,R1Z8,Duke,Oklahoma St.,Z01,Z08,1181,1329
1998,R2Z2,R1Z2,R1Z7,Kentucky,Saint Louis,Z02,Z10,1246,1387
1998,R2Z3,R1Z3,R1Z6,Michigan,UCLA,Z03,Z06,1276,1417
1998,R2Z4,R1Z4,R1Z5,New Mexico,Syracuse,Z04,Z05,1307,1393
1998,R3W1,R2W1,R2W4,North Carolina,Michigan St.,W01,W04,1314,1277
1998,R3W2,R2W2,R2W3,Connecticut,Washington,W02,W11,1163,1449
1998,R3X1,R2X1,R2X4,Arizona,Maryland,X01,X04,1112,1268
1998,R3X2,R2X2,R2X3,Utah,West Virginia,X03,X10,1428,1452
1998,R3Y1,R2Y1,R2Y4,Rhode Island,Valparaiso,Y08,Y13,1348,1434
1998,R3Y2,R2Y2,R2Y3,Purdue,Stanford,Y02,Y03,1345,1390
1998,R3Z1,R2Z1,R2Z4,Duke,Syracuse,Z01,Z05,1181,1393
1998,R3Z2,R2Z2,R2Z3,Kentucky,UCLA,Z02,Z06,1246,1417
1998,R4W1,R3W1,R3W2,North Carolina,Connecticut,W01,W02,1314,1163
1998,R4X1,R3X1,R3X2,Arizona,Utah,X01,X03,1112,1428
1998,R4Y1,R3Y1,R3Y2,Stanford,Rhode Island,Y03,Y08,1390,1348
1998,R4Z1,R3Z1,R3Z2,Duke,Kentucky,Z01,Z02,1181,1246
1998,R5WX,R4W1,R4X1,North Carolina,Utah,W01,X03,1314,1428
1998,R5YZ,R4Y1,R4Z1,Kentucky,Stanford,Z02,Y03,1246,1390
1998,R6CH,R5WX,R5YZ,Kentucky,Utah,Z02,X03,1246,1428
1999,R1W1,W01,W16,Duke,Florida A&M,W01,W16,1181,1197
1999,R1W2,W02,W15,Miami FL,Lafayette,W02,W15,1274,1248
1999,R1W3,W03,W14,Cincinnati,George Mason,W03,W14,1153,1206
1999,R1W4,W04,W13,Tennessee,Delaware,W04,W13,1397,1174
1999,R1W5,W05,W12,Wisconsin,Missouri St.,W05,W12,1458,1283
1999,R1W6,W06,W11,Temple,Kent,W06,W11,1396,1245
1999,R1W7,W07,W10,Texas,Purdue,W07,W10,1400,1345
1999,R1W8,W08,W09,Col Charleston,Tulsa,W08,W09,1158,1409
1999,R1X1,X01,X16,Michigan St.,Mt St. Mary's,X01,X16,1277,1291
1999,R1X2,X02,X15,Utah,Arkansas St.,X02,X15,1428,1117
1999,R1X3,X03,X14,Kentucky,New Mexico St.,X03,X14,1246,1308
1999,R1X4,X04,X13,Arizona,Oklahoma,X04,X13,1112,1328
1999,R1X5,X05,X12,Charlotte,Rhode Island,X05,X12,1150,1348
1999,R1X6,X06,X11,Kansas,Evansville,X06,X11,1242,1191
1999,R1X7,X07,X10,Washington,Miami OH,X07,X10,1449,1275
1999,R1X8,X08,X09,Villanova,Mississippi,X08,X09,1437,1279
1999,R1Y1,Y01,Y16,Auburn,Winthrop,Y01,Y16,1120,1457
1999,R1Y2,Y02,Y15,Maryland,Valparaiso,Y02,Y15,1268,1434
1999,R1Y3,Y03,Y14,St. John's,Samford,Y03,Y14,1385,1359
1999,R1Y4,Y04,Y13,Ohio St.,Murray St.,Y04,Y13,1326,1293
1999,R1Y5,Y05,Y12,UCLA,Detroit,Y05,Y12,1417,1178
1999,R1Y6,Y06,Y11,Indiana,G Washington,Y06,Y11,1231,1203
1999,R1Y7,Y07,Y10,Louisville,Creighton,Y07,Y10,1257,1166
1999,R1Y8,Y08,Y09,Syracuse,Oklahoma St.,Y08,Y09,1393,1329
1999,R1Z1,Z01,Z16,Connecticut,UT San Antonio,Z01,Z16,1163,1427
1999,R1Z2,Z02,Z15,Stanford,Alcorn St.,Z02,Z15,1390,1108
1999,R1Z3,Z03,Z14,North Carolina,Weber St.,Z03,Z14,1314,1451
1999,R1Z4,Z04,Z13,Arkansas,Siena,Z04,Z13,1116,1373
1999,R1Z5,Z05,Z12,Iowa,UAB,Z05,Z12,1234,1412
1999,R1Z6,Z06,Z11,Florida,Penn,Z06,Z11,1196,1335
1999,R1Z7,Z07,Z10,Minnesota,Gonzaga,Z07,Z10,1278,1211
1999,R1Z8,Z08,Z09,Missouri,New Mexico,Z08,Z09,1281,1307
1999,R2W1,R1W1,R1W8,Duke,Tulsa,W01,W09,1181,1409
1999,R2W2,R1W2,R1W7,Miami FL,Purdue,W02,W10,1274,1345
1999,R2W3,R1W3,R1W6,Cincinnati,Temple,W03,W06,1153,1396
1999,R2W4,R1W4,R1W5,Tennessee,Missouri St.,W04,W12,1397,1283
1999,R2X1,R1X1,R1X8,Michigan St.,Mississippi,X01,X09,1277,1279
1999,R2X2,R1X2,R1X7,Utah,Miami OH,X02,X10,1428,1275
1999,R2X3,R1X3,R1X6,Kentucky,Kansas,X03,X06,1246,1242
1999,R2X4,R1X4,R1X5,Charlotte,Oklahoma,X05,X13,1150,1328
1999,R2Y1,R1Y1,R1Y8,Auburn,Oklahoma St.,Y01,Y09,1120,1329
1999,R2Y2,R1Y2,R1Y7,Maryland,Creighton,Y02,Y10,1268,1166
1999,R2Y3,R1Y3,R1Y6,St. John's,Indiana,Y03,Y06,1385,1231
1999,R2Y4,R1Y4,R1Y5,Ohio St.,Detroit,Y04,Y12,1326,1178
1999,R2Z1,R1Z1,R1Z8,Connecticut,New Mexico,Z01,Z09,1163,1307
1999,R2Z2,R1Z2,R1Z7,Stanford,Gonzaga,Z02,Z10,1390,1211
1999,R2Z3,R1Z3,R1Z6,Florida,Weber St.,Z06,Z14,1196,1451
1999,R2Z4,R1Z4,R1Z5,Arkansas,Iowa,Z04,Z05,1116,1234
1999,R3W1,R2W1,R2W4,Duke,Missouri St.,W01,W12,1181,1283
1999,R3W2,R2W2,R2W3,Temple,Purdue,W06,W10,1396,1345
1999,R3X1,R2X1,R2X4,Michigan St.,Oklahoma,X01,X13,1277,1328
1999,R3X2,R2X2,R2X3,Kentucky,Miami OH,X03,X10,1246,1275
1999,R3Y1,R2Y1,R2Y4,Auburn,Ohio St.,Y01,Y04,1120,1326
1999,R3Y2,R2Y2,R2Y3,Maryland,St. John's,Y02,Y03,1268,1385
1999,R3Z1,R2Z1,R2Z4,Connecticut,Iowa,Z01,Z05,1163,1234
1999,R3Z2,R2Z2,R2Z3,Florida,Gonzaga,Z06,Z10,1196,1211
1999,R4W1,R3W1,R3W2,Duke,Temple,W01,W06,1181,1396
1999,R4X1,R3X1,R3X2,Michigan St.,Kentucky,X01,X03,1277,1246
1999,R4Y1,R3Y1,R3Y2,St. John's,Ohio St.,Y03,Y04,1385,1326
1999,R4Z1,R3Z1,R3Z2,Connecticut,Gonzaga,Z01,Z10,1163,1211
1999,R5WX,R4W1,R4X1,Duke,Michigan St.,W01,X01,1181,1277
1999,R5YZ,R4Y1,R4Z1,Connecticut,Ohio St.,Z01,Y04,1163,1326
1999,R6CH,R5WX,R5YZ,Duke,Connecticut,W01,Z01,1181,1163
2000,R1W1,W01,W16,Duke,Lamar,W01,W16,1181,1249
2000,R1W2,W02,W15,Temple,Lafayette,W02,W15,1396,1248
2000,R1W3,W03,W14,Oklahoma St.,Hofstra,W03,W14,1329,1220
2000,R1W4,W04,W13,Illinois,Penn,W04,W13,1228,1335
2000,R1W5,W05,W12,Florida,Butler,W05,W12,1196,1139
2000,R1W6,W06,W11,Indiana,Pepperdine,W06,W11,1231,1337
2000,R1W7,W07,W10,Oregon,Seton Hall,W07,W10,1332,1371
2000,R1W8,W08,W09,Kansas,DePaul,W08,W09,1242,1177
2000,R1X1,X01,X16,Stanford,S Carolina St.,X01,X16,1390,1354
2000,R1X2,X02,X15,Cincinnati,UNC Wilmington,X02,X15,1153,1423
2000,R1X3,X03,X14,Ohio St.,Appalachian St.,X03,X14,1326,1111
2000,R1X4,X04,X13,Tennessee,Louisiana,X04,X13,1397,1418
2000,R1X5,X05,X12,Connecticut,Utah St.,X05,X12,1163,1429
2000,R1X6,X06,X11,Miami FL,Arkansas,X06,X11,1274,1116
2000,R1X7,X07,X10,Tulsa,UNLV,X07,X10,1409,1424
2000,R1X8,X08,X09,North Carolina,Missouri,X08,X09,1314,1281
2000,R1Y1,Y01,Y16,Michigan St.,Valparaiso,Y01,Y16,1277,1434
2000,R1Y2,Y02,Y15,Iowa St.,Central Conn,Y02,Y15,1235,1148
2000,R1Y3,Y03,Y14,Maryland,Iona,Y03,Y14,1268,1233
2000,R1Y4,Y04,Y13,Syracuse,Samford,Y04,Y13,1393,1359
2000,R1Y5,Y05,Y12,Kentucky,St. Bonaventure,Y05,Y12,1246,1382
2000,R1Y6,Y06,Y11,UCLA,Ball St.,Y06,Y11,1417,1123
2000,R1Y7,Y07,Y10,Auburn,Creighton,Y07,Y10,1120,1166
2000,R1Y8,Y08,Y09,Utah,Saint Louis,Y08,Y09,1428,1387
2000,R1Z1,Z01,Z16,Arizona,Jackson St.,Z01,Z16,1112,1238
2000,R1Z2,Z02,Z15,St. John's,Northern Arizona,Z02,Z15,1385,1319
2000,R1Z3,Z03,Z14,Oklahoma,Winthrop,Z03,Z14,1328,1457
2000,R1Z4,Z04,Z13,LSU,SE Missouri St.,Z04,Z13,1261,1369
2000,R1Z5,Z05,Z12,Texas,Indiana St.,Z05,Z12,1400,1232
2000,R1Z6,Z06,Z11,Purdue,Dayton,Z06,Z11,1345,1173
2000,R1Z7,Z07,Z10,Louisville,Gonzaga,Z07,Z10,1257,1211
2000,R1Z8,Z08,Z09,Wisconsin,Fresno St.,Z08,Z09,1458,1201
2000,R2W1,R1W1,R1W8,Duke,Kansas,W01,W08,1181,1242
2000,R2W2,R1W2,R1W7,Temple,Seton Hall,W02,W10,1396,1371
2000,R2W3,R1W3,R1W6,Oklahoma St.,Pepperdine,W03,W11,1329,1337
2000,R2W4,R1W4,R1W5,Illinois,Florida,W04,W05,1228,1196
2000,R2X1,R1X1,R1X8,Stanford,North Carolina,X01,X08,1390,1314
2000,R2X2,R1X2,R1X7,Cincinnati,Tulsa,X02,X07,1153,1409
2000,R2X3,R1X3,R1X6,Ohio St.,Miami FL,X03,X06,1326,1274
2000,R2X4,R1X4,R1X5,Tennessee,Connecticut,X04,X05,1397,1163
2000,R2Y1,R1Y1,R1Y8,Michigan St.,Utah,Y01,Y08,1277,1428
2000,R2Y2,R1Y2,R1Y7,Iowa St.,Auburn,Y02,Y07,1235,1120
2000,R2Y3,R1Y3,R1Y6,Maryland,UCLA,Y03,Y06,1268,1417
2000,R2Y4,R1Y4,R1Y5,Syracuse,Kentucky,Y04,Y05,1393,1246
2000,R2Z1,R1Z1,R1Z8,Arizona,Wisconsin,Z01,Z08,1112,1458
2000,R2Z2,R1Z2,R1Z7,St. John's,Gonzaga,Z02,Z10,1385,1211
2000,R2Z3,R1Z3,R1Z6,Oklahoma,Purdue,Z03,Z06,1328,1345
2000,R2Z4,R1Z4,R1Z5,LSU,Texas,Z04,Z05,1261,1400
2000,R3W1,R2W1,R2W4,Duke,Florida,W01,W05,1181,1196
2000,R3W2,R2W2,R2W3,Oklahoma St.,Seton Hall,W03,W10,1329,1371
2000,R3X1,R2X1,R2X4,Tennessee,North Carolina,X04,X08,1397,1314
2000,R3X2,R2X2,R2X3,Miami FL,Tulsa,X06,X07,1274,1409
